ID,Email,URL,Label
412,customer@apple-support.info,http://apple.customer-support.info/verify,phishing
413,payment@linkedin-account.org,http://linkedin.payment-account.org/verify,phishing
414,update@bankofamerica-account.info,http://bankofamerica.update-account.info/verify,phishing
415,support@apple-secure.com,http://apple.support-secure.com/verify,phishing
416,update@gmail-payment.net,http://gmail.update-payment.net/verify,phishing
417,login@dropbox-login.info,http://dropbox.login-login.info/verify,phishing
418,account@microsoft-secure.org,http://microsoft.account-secure.org/verify,phishing
419,update@bankofamerica-payment.info,http://bankofamerica.update-payment.info/verify,phishing
420,service@microsoft-service.org,http://microsoft.service-service.org/verify,phishing
421,login@apple-service.org,http://apple.login-service.org/verify,phishing
422,account@microsoft-service.info,http://microsoft.account-service.info/verify,phishing
423,customer@amazon-payment.org,http://amazon.customer-payment.org/verify,phishing
424,payment@outlook-alert.net,http://outlook.payment-alert.net/verify,phishing
425,alert@amazon-secure.info,http://amazon.alert-secure.info/verify,phishing
426,customer@facebook-payment.org,http://facebook.customer-payment.org/verify,phishing
427,alert@gmail-login.org,http://gmail.alert-login.org/verify,phishing
428,verify@linkedin-customer.net,http://linkedin.verify-customer.net/verify,phishing
429,login@gmail-customer.org,http://gmail.login-customer.org/verify,phishing
430,verify@gmail-service.info,http://gmail.verify-service.info/verify,phishing
431,login@outlook-alert.com,http://outlook.login-alert.com/verify,phishing
432,service@bankofamerica-login.com,http://bankofamerica.service-login.com/verify,phishing
433,payment@amazon-account.info,http://amazon.payment-account.info/verify,phishing
434,customer@gmail-login.net,http://gmail.customer-login.net/verify,phishing
435,service@apple-support.info,http://apple.service-support.info/verify,phishing
436,login@outlook-secure.org,http://outlook.login-secure.org/verify,phishing
437,service@paypal-alert.net,http://paypal.service-alert.net/verify,phishing
438,account@gmail-login.net,http://gmail.account-login.net/verify,phishing
439,service@linkedin-login.net,http://linkedin.service-login.net/verify,phishing
440,service@outlook-account.net,http://outlook.service-account.net/verify,phishing
441,payment@linkedin-login.org,http://linkedin.payment-login.org/verify,phishing
442,account@facebook-service.com,http://facebook.account-service.com/verify,phishing
443,support@gmail-payment.info,http://gmail.support-payment.info/verify,phishing
444,payment@dropbox-service.com,http://dropbox.payment-service.com/verify,phishing
445,secure@apple-account.net,http://apple.secure-account.net/verify,phishing
446,service@bankofamerica-customer.com,http://bankofamerica.service-customer.com/verify,phishing
447,support@amazon-account.net,http://amazon.support-account.net/verify,phishing
448,payment@microsoft-payment.com,http://microsoft.payment-payment.com/verify,phishing
449,update@bankofamerica-verify.net,http://bankofamerica.update-verify.net/verify,phishing
450,verify@facebook-account.com,http://facebook.verify-account.com/verify,phishing
451,login@facebook-account.net,http://facebook.login-account.net/verify,phishing
452,account@gmail-customer.net,http://gmail.account-customer.net/verify,phishing
453,account@dropbox-login.com,http://dropbox.account-login.com/verify,phishing
454,payment@microsoft-account.net,http://microsoft.payment-account.net/verify,phishing
455,support@facebook-alert.org,http://facebook.support-alert.org/verify,phishing
456,payment@microsoft-update.com,http://microsoft.payment-update.com/verify,phishing
457,customer@microsoft-update.org,http://microsoft.customer-update.org/verify,phishing
458,customer@amazon-login.com,http://amazon.customer-login.com/verify,phishing
459,login@outlook-secure.info,http://outlook.login-secure.info/verify,phishing
460,support@amazon-support.info,http://amazon.support-support.info/verify,phishing
461,account@dropbox-verify.org,http://dropbox.account-verify.org/verify,phishing
462,secure@dropbox-verify.com,http://dropbox.secure-verify.com/verify,phishing
463,service@apple-alert.net,http://apple.service-alert.net/verify,phishing
464,service@linkedin-service.net,http://linkedin.service-service.net/verify,phishing
465,secure@gmail-service.info,http://gmail.secure-service.info/verify,phishing
466,alert@linkedin-verify.info,http://linkedin.alert-verify.info/verify,phishing
467,account@bankofamerica-support.org,http://bankofamerica.account-support.org/verify,phishing
468,payment@facebook-login.org,http://facebook.payment-login.org/verify,phishing
469,account@dropbox-account.com,http://dropbox.account-account.com/verify,phishing
470,alert@microsoft-payment.net,http://microsoft.alert-payment.net/verify,phishing
471,alert@amazon-service.com,http://amazon.alert-service.com/verify,phishing
472,service@dropbox-customer.info,http://dropbox.service-customer.info/verify,phishing
473,customer@outlook-service.com,http://outlook.customer-service.com/verify,phishing
474,support@bankofamerica-login.net,http://bankofamerica.support-login.net/verify,phishing
475,secure@amazon-verify.org,http://amazon.secure-verify.org/verify,phishing
476,secure@amazon-secure.info,http://amazon.secure-secure.info/verify,phishing
477,secure@gmail-service.org,http://gmail.secure-service.org/verify,phishing
478,customer@microsoft-secure.net,http://microsoft.customer-secure.net/verify,phishing
479,alert@amazon-payment.org,http://amazon.alert-payment.org/verify,phishing
480,verify@linkedin-service.org,http://linkedin.verify-service.org/verify,phishing
481,update@linkedin-update.org,http://linkedin.update-update.org/verify,phishing
482,alert@dropbox-support.info,http://dropbox.alert-support.info/verify,phishing
483,service@linkedin-payment.org,http://linkedin.service-payment.org/verify,phishing
484,alert@amazon-alert.org,http://amazon.alert-alert.org/verify,phishing
485,verify@linkedin-update.com,http://linkedin.verify-update.com/verify,phishing
486,verify@outlook-service.com,http://outlook.verify-service.com/verify,phishing
487,payment@bankofamerica-support.com,http://bankofamerica.payment-support.com/verify,phishing
488,login@dropbox-support.net,http://dropbox.login-support.net/verify,phishing
489,support@dropbox-payment.org,http://dropbox.support-payment.org/verify,phishing
490,update@microsoft-secure.info,http://microsoft.update-secure.info/verify,phishing
491,secure@bankofamerica-login.info,http://bankofamerica.secure-login.info/verify,phishing
492,customer@microsoft-login.info,http://microsoft.customer-login.info/verify,phishing
493,verify@dropbox-customer.net,http://dropbox.verify-customer.net/verify,phishing
494,alert@gmail-payment.net,http://gmail.alert-payment.net/verify,phishing
495,service@outlook-payment.org,http://outlook.service-payment.org/verify,phishing
496,payment@linkedin-login.com,http://linkedin.payment-login.com/verify,phishing
497,update@amazon-update.net,http://amazon.update-update.net/verify,phishing
498,payment@dropbox-verify.net,http://dropbox.payment-verify.net/verify,phishing
499,service@dropbox-login.com,http://dropbox.service-login.com/verify,phishing
500,support@facebook-secure.net,http://facebook.support-secure.net/verify,phishing
